sessID	MsgID	Text	DialogAct
PMUL0604	2	Does it leave at that time on Sunday?	Train-Inform(Day=sunday)
PMUL0604	3	Sorry but can i get your destination please?	Train-Request(Dest)
PMUL0604	4	Going to Cambridge.	Train-Inform(Dest=cambridge)
PMUL0604	6	please get me  the reference number.I am  also looking for a restaurant. The restaurant should be in the center and should serve Turkish food	Restaurant-Inform(Food=turkish)
PMUL0604	7	Yes your reference number is 859RV3PT.	Train-OfferBooked(Ref=859RV3PT)
PMUL0604	8	cool thanks for your help	general-thank()
PMUL0604	9	For your restaurant recommendation we have meze bar restaurant on 196 Mill Road City Centre. Would that work?	Restaurant-Recommend(Addr=196 Mill Road City Centre;Name=meze bar restaurant)
PMUL0604	10	Perfect. I'd like a table for 7 at 18:00 sunday.	Restaurant-Inform(Time=18:00;Day=sunday)
PMUL0604	11	I can book that for you now.	Booking-Inform()
PMUL0604	12	If there isn't a table for Sunday Wednesday will work as well. 	Restaurant-Inform(Day=sunday)
PMUL0604	16	It is exactly the day I wanted.  Thank you very much for your time.  Have a nice day!	general-thank()
PMUL0604	17	You're very welcome! Is there anything else you need help with today?	general-reqmore()
PMUL0604	18	No that is all! Thank you! 	general-thank()
PMUL0604	19	Have a nice day.	general-bye()
PMUL0605	0	I need a train on Thursday.	Train-Inform(Day=thursday)
PMUL0605	2	I'm departing from Cambridge and going to Ely. I'd like the train to leave on Thursday and arrive by 15:45.     	Train-Inform(Depart=cambridge;Dest=ely;Day=thursday;Arrive=15:45)
PMUL0605	4	I would like to arrive by 15.45 I want the travel and departure time	Train-Request(Leave)
PMUL0605	5	The most reasonable train leaves at 13:50 and arrives in Ely at 14:07.	Train-Inform(Dest=Ely;Arrive=14:07;Leave=13:50)
PMUL0605	6	Thank you. I'm also looking for a restaurant... the kymmoy? Do you have any information about it?	Restaurant-Inform(Name=kymmoy)
PMUL0605	9	I have made that reservation and your reference number is  I8186TTV.	Booking-Book(Ref=I8186TTV)
PMUL0605	10	Terrific.  Thanks for all your help!	general-thank()
PMUL0606	0	Hey there,  I am traveling to Cambridge and needing to see about booking a place to eat.  I am interested in Portuguese food and don't mine a more expensive menu.	Restaurant-Inform(Food=portuguese)
PMUL0606	2	I would like to go to Nandos in the south	Restaurant-Inform(Area=south;Name=nandos)
PMUL0606	4	Can you give me the exact address?	Restaurant-Request(Addr)
PMUL0606	6	No thank you. I also need a train to cambridge. 	Train-Inform(Dest=cambridge)
PMUL0606	7	Where are you traveling from?	Train-Request(Depart)
PMUL0606	8	I am traveling from Ely. The train should arrive by 19:00 and I would like to leave on Friday. 	Train-Inform(Depart=ely;Day=friday;Arrive=19:00)
PMUL0606	10	Yes, I'd like two tickets.	Train-Inform(People=2)
PMUL0606	11	Okay. The booking was successful! The total fee is 8.8 GBP which is payable at the station. Your reference number is HH0K9RFR. 	Train-OfferBooked(Ticket=8.8 GBP;Ref=HH0K9RFR)
PMUL0606	12	That should be everything for me. Thank you so much for the help!	general-thank()
PMUL0606	13	Have a great day!	general-bye()
PMUL0607	0	I want to book a train from birmingham new street and go to cambridge. 	Train-Inform(Depart=birmingham new street;Dest=cambridge)
PMUL0607	2	I am making the trip on Saturday and would need to arrive by 18:45.	Train-Inform(Day=saturday;Arrive=18:45)
PMUL0607	6	No that was all I needed. Thank you so much.	general-thank()
PMUL0607	8	Can I get a place to eat, I'm looking for something expensive in the west part of town.	Restaurant-Inform(Area=west;Price=expensive)
PMUL0607	9	Of course, what type of food are you looking for?	Restaurant-Request(Food)
PMUL0607	12	is that located in the west? i prefer the west. 	Restaurant-Inform(Area=west)
PMUL0607	13	Yes they are expensive and in the west. 	Restaurant-Inform(Price=expensive;Area=west)
PMUL0607	14	Great, that's all I need, thanks so much for your help! Have a great day!	general-thank()
PMUL0600	0	Hello, I'd like some information on a restaurant today.	Restaurant-Inform()
PMUL0600	2	I really need something cheap and in the South please.	Restaurant-Inform(Area=south;Price=cheap)
PMUL0600	4	Let's go Chinese.  Please book for 2 people on Wednesday at 12:00	Restaurant-Inform(Food=chinese)
PMUL0600	7	Your reservation is for 2 people on Wednesday at 12:00. The reservation number is LERUQAPY.	Booking-Book(Time=12:00;Ref=LERUQAPY;Day=Wednesday;People=2)
PMUL0600	8	Great. I also need a train from kings lynn to cambridge that morning. I need it to get in by 8:00. 	Train-Inform(Depart=kings lynn;Dest=cambridge)
PMUL0600	10	Yeah, that works for me. Thanks for the help.	general-thank()
PMUL0600	11	How many tickets would you like?	Train-OfferBook()
PMUL0600	12	I won't be needing the train after all. Thank you for the help!	Train-Inform()
PMUL0600	14	No thank you that will be all	general-thank()
PMUL0600	15	Have a great day!	general-bye()
PMUL0601	0	I need a train leaving from  london liverpool street.	Train-Inform(Depart=london liverpool street)
PMUL0601	2	I would like to leave Saturday after 18:30.	Train-Inform(Day=saturday;Leave=18:45)
PMUL0601	3	Will you be traveling to Cambridge?	Train-Request(Dest)
PMUL0601	4	No I will be going to ely.	Train-Inform(Dest=cambridge)
PMUL0601	6	No, going to cambridge and leaving london liverpool st. I am leaving saturday and want to leave sometime after 18:30	Train-Inform(Dest=cambridge;Day=saturday;Leave=18:30)
PMUL0601	10	No that's fine. I also need to find a cheap restaurant. 	Restaurant-Inform(Price=cheap)
PMUL0601	12	I don't really care where it's at, but I would prefer that it serve international food. Is there anything like that in town?	Restaurant-Inform(Food=international)
PMUL0601	14	Sounds great! Can you please book a table for three for the same day at 21:00.	Restaurant-Inform(Time=21:00;People=3;Day=saturday;Name=the missing sock)
PMUL0601	15	The booking was successful. The table will be reserved for 15 minutes. Your reference number is 3Y2HAOME.	Booking-Book(Ref=3Y2HAOME)
PMUL0601	16	Great, that's all I need, thanks so much for your help! Have a great day!	general-thank()
PMUL0602	0	Any good places to eat in centre?	Restaurant-Inform(Area=centre)
PMUL0602	2	We wouldn't mind trying something new.  We'd like to treat ourselves to something in the expensive range.  What do you recommend?	Restaurant-Inform(Price=expensive)
PMUL0602	4	What's the address there?	Restaurant-Request(Addr)
PMUL0603	0	I am looking for a restaurant to book a reservation. I want asian oriental in the expensive price range	Restaurant-Inform(Food=asian oriental;Price=expensive)
PMUL0603	3	I can try to make that reservation for you. What day are you looking to eat on, how many are in your party, and what time would you like?	Booking-Request(Day;Time;People)
PMUL0603	4	I would like the reservation for 5 people at 18:45 on Friday.	Restaurant-Inform(Time=18:45;People=5;Day=friday)
PMUL0603	5	I have made those reservations your reference number is WK0CPIFS	Booking-Book(Ref=WK0CPIFS)
PMUL0603	6	Thanks so much. Can you also help me look for a train?	Train-Inform()
PMUL0603	7	I sure can.  Which stations will you be using?	Train-Request(Dest;Depart)
PMUL0603	8	I need to get to Cambridge from Peterborough by 13:15 on the the same day as my reservation.	Train-Inform(Depart=peterborough;Dest=cambridge;Day=friday;Arrive=13:15)
PMUL0603	10	Yes please. I need 5 tickets. 	Train-Inform(People=5)
PMUL0603	12	No, that is all for today. Thank you so much for your help!	general-thank()
SNG0640	0	I'm wanting to find a restaurant. The location I want is the west and I want something in the moderate price range. Can you help me?	Restaurant-Inform(Area=west;Price=moderate)
SNG0640	4	That's all that I needed, thank you.	general-thank()
SNG0640	5	You're welcome! Have a great day! Goodbye.	general-bye()
PMUL0608	0	I want to take a train from Stevenage to Cambridge.	Train-Inform(Depart=stevenage;Dest=cambridge)
PMUL0608	1	What day and time do you want to leave Stevenage?	Train-Request(Leave;Day)
PMUL0608	2	I would like to leave on Monday and arrive in cambridge by 12:45.	Train-Inform(Day=monday;Arrive=12:45)
PMUL0608	4	Departure time isn't important as long as I can get there by 12:45.	Train-Inform(Arrive=12:45)
PMUL0608	5	For how many people?	Train-Request(People)
PMUL0608	6	I don't need to purchase tickets today, but can you tell me the train ID and the total travel time to get me there?	Train-Request(Duration;TrainID)
PMUL0608	8	What is the price of a ticket, please?	Train-Request(Price)
PMUL0608	9	The price of TR9062 is 12.80 pounds.	Train-Inform(Id=TR9062;Ticket=12.80 pounds)
PMUL0608	10	Thanks. Now can you look up a welsh food restaurant that is expensive and in the centre?	Restaurant-Inform(Area=centre;Food=welsh;Price=moderate)
PMUL0608	12	Oh darn it! How about... maybe korean food? Still in the centre, and they need to be able to seat 7 people.	Restaurant-Inform(Area=centre;Food=korean;People=7)
PMUL0608	14	I Would like it on Monday at 18:15.	Restaurant-Inform(Time=18:15;Day=monday)
PMUL0608	17	Booking was successful. The table will be reserved for 15 minutes. Your Reference number is : X54JY6CB.	Booking-Book(Ref=X54JY6CB)
PMUL0608	18	Thanks, that's all I needed today!	general-thank()
PMUL0608	19	You're welcome. Enjoy your visit.	general-welcome()
PMUL0609	0	Hello, I'd like some information on a restaurant today.	Restaurant-Inform()
PMUL0609	1	I can help you with that! Is there a specific one you have in mind or perhaps a specific type of cuisine I can search for?	Restaurant-Request(Food;Name)
PMUL0609	2	I'm looking for an expensive polynesian place.	Restaurant-Inform(Food=polynesian;Price=expensive)
PMUL0609	4	Yes, can you look for chinese food please?	Restaurant-Inform(Food=chinese)
PMUL0609	6	I'd really like something in the centre, do you have Polynesian or Chinese in the centre?  	Restaurant-Inform(Area=centre)
PMUL0609	7	Okay, how about the Ugly Duckling?	Restaurant-Recommend(Name=Ugly Duckling)
PMUL0609	10	I also need a train. It should leave London liverpool Street after 12:45 on Wednesday. I am going to Cambridge.	Train-Inform(Depart=london liverpool street;Dest=cambridge;Day=wednesday;Leave=12:45)
PMUL0609	12	Yes, that would be great. Thank you. 	general-thank()
PMUL0609	13	Just to confirm, how many tickets do you need?	Train-Request(People)
PMUL0609	14	Just for myself. 	Train-Inform(People=1)
PMUL0609	15	Booking was successful, the total fee is 16.6 GBP payable at the station .Reference number is : 1OIMDS0D.	Train-OfferBooked(Ref=1OIMDS0D;Ticket=16.6 GBP)
PMUL0609	16	You know what, I'm so sorry I actually did not need a booking at all. I just wanted to know the travel time, arrival time, and price. Sorry.	Train-Request(Duration;Price;Arrive)
PMUL0609	18	No. That actually takes care of everything. Thanks. Goodbye. 	general-bye()
SSNG0132	0	I'm looking for a restaurant in the west side that's in the moderate price range. 	Restaurant-Inform(Area=west;Price=moderate)
SSNG0132	2	Are any of them available for 8 people at 19:00 on Wednesday? 	Restaurant-Inform(Time=19:00;People=8;Day=wednesday)
SSNG0132	4	The Italian restaurant Prezzo sounds good.  	Restaurant-Inform()
SSNG0132	6	nope thats it. thanks	general-thank()
WOZ20059	0	Can you recommend me a restaurant in the expensive priced range located in the east part of town?	Restaurant-Inform(Area=east;Price=expensive)
WOZ20059	1	how about grafton hotel restaurant, it serves british.	Restaurant-Inform(Food=british;Name=grafton hotel restaurant)
WOZ20059	4	I don't care. 	Restaurant-Inform(Food=don't care)
WOZ20059	5	Pipasha restaurant is in the expensive price range and in the east part of town. They serve Indian food.	Restaurant-Inform(Food=Indian;Name=Pipasha restaurant;Area=east;Price=expensive)
WOZ20059	7	You can reach Pipasha restaurant at 01223 577786.	Restaurant-Inform(Phone=01223 577786;Name=Pipasha restaurant)
WOZ20059	8	Thank you.	general-thank()
WOZ20059	9	Is there anything else I can help you find today?	general-reqmore()
WOZ20059	10	Thank you goodbye. 	general-bye()
WOZ20059	11	Thank you for using the Cambridge restaurant system. Goodbye.	general-bye()
MUL0771	0	I need  a train that leaves for Ely on Friday.	Train-Inform(Dest=ely;Day=friday)
MUL0771	1	What time do you need to travel to Ely?	Train-Request(Leave)
MUL0771	2	I need to arrive in Ely before 11:30. I would be leaving from Cambridge. 	Train-Inform(Depart=cambridge;Arrive=11:30)
MUL0771	4	Yes, I would like to book a train that will arrive in Ely before 11:30.	Train-Inform(Dest=ely;Arrive=11:30)
MUL0771	6	I also need a place to stay on the north side of town that includes free parking.	Hotel-Inform(Area=north;Parking=yes)
MUL0771	7	We have several guesthouses, one hotel and one lodge that meet that criteria.	Hotel-Inform(Type=guesthouses;Type=hotel;Type=lodge;Choice=several;Choice=one;Choice=one)
MUL0771	8	Do any of them have 3 stars?	Hotel-Inform(Stars=3)
MUL0771	10	No, but I do need the address, postcode, and phone number.	Hotel-Request(Post;Phone;Addr)
MUL0771	12	That is all I need. Thank you.	general-thank()
MUL0771	13	TR8792 is the latest departing train on Friday. It departs at 9:50 and arrives in Ely at 10:07. Do you want to depart earlier?	Train-Inform(Id=TR8792;Arrive=10:07;Day=Friday;Dest=Ely;Leave=9:50)
MUL0771	14	I didn't need a train. I have everything I needed now. Thank You for your help.	Train-Inform()
SNG01609	0	I am looking for a place to dine. The restaurant should serve mediterranean food and should be in the south	Restaurant-Inform(Area=south;Food=mediterranean)
SNG01609	2	What restaurants are cheap?	Restaurant-Inform(Price=cheap)
SNG01609	3	Nandos is cheap in that area.	Restaurant-Inform(Price=cheap;Name=Nandos)
SNG01609	4	how about one that serves portuguese food?	Restaurant-Inform(Food=portuguese)
SNG01609	6	Yes, please. 3 people at 12:15 on Friday.	Restaurant-Inform(Time=12:15;People=3;Day=friday;Name=nandos)
SNG01609	8	how about for 11:15?	Restaurant-Inform(Time=11:15)
SNG01609	10	That is all I need, thank you.	general-thank()
SNG01608	0	Are there any Portuguese restaurants in Cambridge?	Restaurant-Inform(Food=portuguese)
SNG01608	1	Yes there is a Portuguese restaurant in Cambridge  with two different locations, would you like the addresses?	Restaurant-Inform(Food=Portuguese;Choice=two)
SNG01608	2	If one of them has a moderate price range please give me that address. If not tell me about Turkish restaurants instead.	Restaurant-Inform(Food=turkish;Price=moderate)
SNG01608	4	Actually I need a moderately priced restaurant. Are there any fitting that description?	Restaurant-Inform(Price=moderate)
SNG01608	5	I am sorry. I mistook that price range. The Anatolia is in the moderate range. Would that work for you?	Restaurant-Inform(Name=The Anatolia;Price=moderate)
SNG01608	6	Yes, I need a reservation for 1 people at 14:00 on monday.	Restaurant-Inform(Time=14:00;People=1;Day=monday;Name=anatolia)
SNG01608	7	Booking was successful. The table will be reserved for 15 minutes. Reference number is : 96ZYHLN1.	Booking-Book(Ref=96ZYHLN1)
SNG01608	8	Thanks so much. That's all for today. Bye!	general-bye()
SNG01606	1	What was the location of the accident? I can send the police.	general-reqmore()
SNG01606	2	I can contact the police myself. What's the address including postcode, and also phone number for the police?	Police-Request(Post;Addr;Phone)
SNG01606	4	Okay. Thanks very much for your help.	general-thank()
SNG01606	5	You are most welcome!	general-bye()
SNG01605	0	I need a taxi today arriving at 21:00.	Taxi-Inform(Arrive=21:00)
SNG01605	1	I need a little more information.  Where are you leaving from?	Taxi-Request(Depart)
SNG01605	2	Oh I'm sorry - I need to be picked up at the whipple museum of the history of science.	Taxi-Inform(Depart=whipple museum of the history of science)
SNG01605	3	What is your destination?	Taxi-Request(Dest)
SNG01605	4	I want to go to restaurant two two.	Taxi-Inform(Dest=restaurant two two)
SNG01605	5	And do you want to be picked up from whipple museum at 2100 or get to restaurant two two at 2100?	Taxi-Request(Leave;Arrive)
SNG01605	6	I'd like to arrive at Restaurant Two Two by 21:00 please.	Restaurant-Inform()
SNG01605	7	Great I have you booked in a grey lexus and the contact number is 07398176919.	Taxi-Inform(Phone=07398176919;Car=grey lexus)
SNG01605	8	Great thanks! That's all I need.	general-thank()
SNG01605	9	Glad I could help. Let us know if there's ever anything else we can help you with.	general-bye()
SNG01604	0	I'm looking for a the Parkside police station.	Police-Inform()
SNG01604	2	What is the address and postcode?	Police-Request(Post;Addr)
SNG01604	4	That's all I need. Thanks, good bye.	general-bye()
SNG01604	5	Glad I could be of service.	general-welcome()
SNG01602	0	I need the phone number and location of the nearest Red Lobster in the downtown Cambridge area.	Taxi-Request(Phone)
SNG01602	1	I'm sorry, could you please repeat your request?  There seems to be an error. 	general-reqmore()
SNG01602	2	I need a taxi,from darrys cookhouse and wine shop and go to restaurant two two and leave at 9 00	Taxi-Inform(Depart=darrys cookhouse and wine shop;Leave=9:00;Dest=restaurant two two)
SNG01602	3	Your booking is complete.  The car type is a yellow tesla and the contact number is 07556741489.	Taxi-Inform(Car=yellow tesla;Phone=07556741489)
SNG01602	4	Thank you for your quick response.	general-thank()
SNG01601	2	Thank you very much I will call them now.	general-thank()
SNG01601	3	Ok, do you require any further assistance?	general-reqmore()
SNG01601	4	Can I get the address as well?	Police-Request(Addr)
SNG01601	6	Thank you for your help.	general-thank()
SNG01601	7	Before I let you go, are there any other questions that I can assist with today?	general-reqmore()
SNG01601	8	No that was all. Thank you	general-thank()
SNG01601	9	Okay, have a great day!	general-greet()
SNG01600	0	I am  looking for a place to stay. The hotel should be in the north and should have a star of 4	Hotel-Inform(Stars=4;Area=south;Type=hotel)
SNG01600	1	I am sorry, but we do not have any hotels like that in that area.	Hotel-NoOffer(Type=hotels)
SNG01600	2	Do you have any guesthouses like that?	Hotel-Inform(Type=guesthouse)
SNG01600	6	Yes, we are arriving on Monday. Five of us for 5days, please.	Hotel-Inform(Stay=5;People=5;Day=monday)
SNG01600	7	Booking was successful. Reference number is : A51B0MGU.  Enjoy your stay!	Booking-Book(Ref=A51B0MGU)
SNG01600	8	Thanks for your help! Bye!	general-bye()
SNG01600	9	My pleasure. Thank you for contacting TownInfo centre. Goodbye.	general-bye()
WOZ20058	0	can i please have a cheap restaurant in the west ?	Restaurant-Inform(Area=west;Price=cheap)
WOZ20058	1	La Margherita is an Italian restaurant. It is located at 15 Magdalene Street City Centre. Phone number is 01223 315232.	Restaurant-Inform(Food=Italian;Addr=15 Magdalene Street City Centre;Phone=01223 315232;Name=La Margherita)
WOZ20058	2	Thank you very much. bye.	general-bye()
WOZ20058	3	Thank you, goodbye.	general-bye()
SNG01353	0	I'm interested in rooms for the night where you can get free wifi.	Hotel-Inform(Internet=yes)
SNG01353	2	I'm looking for something in a moderate price range, but it must have at least a 4 star rating.	Hotel-Inform(Stars=4;Price=moderate)
SNG01353	5	How about a and b guest house?	Hotel-Recommend(Name=a and b guest house)
SNG01353	6	that will be nice. get me the reference numbers	Hotel-Request(Ref)
SNG01353	7	When would you like to book this for?	Booking-Request(Day)
SNG01353	8	Please book for Sunday for 3 nights and 6 people.	Hotel-Inform(Stay=3;People=6;Day=sunday)
SNG01353	10	No, I need it for those days. Can you try different hotel?	Hotel-Inform()
SNG01353	11	I can try for the Acorn Guest House, if you'd like. They're on Chesterton Road.	Hotel-Recommend(Name=the Acorn Guest House;Addr=Chesterton Road)
SNG01353	14	Can we try for just 2 nights then?	Hotel-Inform(Stay=2)
SNG01353	16	nope, that's all I need thank you!	general-thank()
SNG01896	0	I am looking for a restaurant. The restaurant should be in the south and should be in the cheap price range	Restaurant-Inform(Area=south;Price=cheap)
SNG01896	1	How about nandos, I've heard great things!	Restaurant-Inform(Name=Nandos)
SNG01896	2	Is that restaurant in the south? I"d like to book for 4 people at 1330 on saturday please	Restaurant-Inform(Area=south;People=4;Day=saturday;Name=nandos)
SNG01896	4	Thanks, that's all. Good bye.	general-bye()
SNG01896	5	You are more than welcome!	general-bye()
SNG01352	0	I'm trying to find an expensive restaurant in the centre of town.	Restaurant-Inform(Area=centre;Price=expensive)
SNG01352	2	Belgian food please	Restaurant-Inform(Food=belgian)
SNG01352	4	Ok, how about Chinese food then?	Restaurant-Inform(Food=chinese)
SNG01352	6	No, I don't need a reservation. Just the phone number and post code please.	Restaurant-Request(Post;Phone)
SNG01352	7	their phone number is 01223357187. and port code is cb11hr	Restaurant-Inform(Post=cb11hr;Phone=01223357187)
SNG01352	8	Great! Thanks so much.	general-thank()
SNG01352	9	You are quite welcome. Is there anything further I can assist you with?	general-reqmore()
SNG01352	10	No that is all. Thanks	general-thank()
SNG01352	11	You're welcome. Enjoy your meal. Thank you for contacting the centre. Goodbye.	general-bye()
SNG0163	0	Hi, I need help finding Addenbrookes Hospital. Can you give me some information please?	Hospital-Inform()
SNG0163	2	What is the phone number?	Hospital-Request(Phone)
SNG0163	4	No, that's all I need.  Thanks.	general-thank()
SNG0163	5	You're welcome. Goodbye.	general-bye()
PMUL4030	0	I'm looking for a guesthouse to stay at. Can you help me with that?	Hotel-Inform(Type=guesthouse)
PMUL4030	1	Sure what area do you have in mind?	Hotel-Request(Area)
PMUL4030	2	I'd like it to be in the east. A guesthouse would be great with a 4 star. Also, I don't care about internet. 	Hotel-Inform(Stars=4;Area=east;Internet=dont care)
PMUL4030	7	The A and B guesthouse meets your criteria and is located at 124 Tenison Lane, postcode cb12dp.  The price range is moderate.	Hotel-Inform(Post=cb12dp;Addr=124 Tenison Lane;Name=The A and B guesthouse;Price=moderate)
PMUL4030	8	Thanks. I'm also looking for a train to stevenage for tuesday. 	Train-Inform(Dest=stevenage;Day=tuesday)
PMUL4030	9	Will you be departing from cambridge?	Train-Request(Depart)
PMUL4030	11	What time of day would you like to travel?	Train-Request(Leave;Arrive)
PMUL4030	12	The train should leave at 10:45.	Train-Inform(Leave=10:45)
PMUL4030	14	Yes, please. I need tickets for 7 people.	Train-Inform(People=7)
PMUL4030	15	I've book 7 tickets on Train TR6009 departing Cambridge at 13:21. Your total fare is 89.6 GBP, payable at the station. Your reference number is 2SCUVBST.	Train-OfferBooked(Id=TR6009;Depart=Cambridge;People=7;Ref=2SCUVBST;Leave=13:21;Ticket=89.6 GBP)
PMUL4030	16	Great, thank you very much!	general-thank()
PMUL4030	17	Is there anything else I can help with?	general-reqmore()
PMUL4030	18	No that's it. Thanks for everything! Bye!	general-bye()
PMUL3007	1	What did you have in mind?	Attraction-Request(Type)
PMUL3007	2	Do you happen to have any entertainment places in the centre of town to visit?	Attraction-Inform(Area=centre)
PMUL3007	3	We have museums, colleges, and interesting architecture, as well as many other choices in the center of town.	Attraction-Inform(Type=museums;Type=colleges;Type=interesting architecture;Choice=many other choices;Area=center of town)
PMUL3007	8	Yes, can I please have car type and contact number? 	Taxi-Request(Car)
PMUL3007	9	It seems like you are asking for a taxi. Where are you departing from and where is your destination, please?	Taxi-Request(Depart;Dest)
PMUL3007	12	Something in the same neighborhood, and that has wifi and parking.	Hotel-Inform(Parking=yes;Internet=yes)
PMUL3007	14	I am looking for a guesthouse if there is one?	Hotel-Inform(Type=guesthouse)
PMUL3007	16	Yes on Friday. I need a taxi too.	Taxi-Inform()
PMUL3007	17	Will that be to or from the club and what time?	Taxi-Request(Depart;Leave;Dest)
PMUL3007	18	I want to leave the hotel by 05:00.	Taxi-Inform(Depart=alexander bed and breakfast;Leave=05:00;Dest=ballare)
PMUL3007	20	Thanks so much you have been a great help to  me.	general-thank()
PMUL3006	0	I want to go eat so please find me a restaurant in the South. Money is no object so something expensive please	Restaurant-Inform(Area=south;Price=expensive)
PMUL3006	2	Any of those sound good what do you recommend? I just need the address and type of food they serve. 	Restaurant-Request(Food;Addr)
PMUL3006	4	Also need a hotel in the same area and same price range.	Hotel-Inform(Area=south;Price=expensive)
PMUL3006	6	Does it have free wifi?	Hotel-Inform(Name=the lensfield hotel)
PMUL3006	8	No, I just need the address, thank you. 	Hotel-Request(Addr)
MUL2665	0	Hi, I'm looking for a guesthouse to stay at that provides free wifi, can you help me find one?	Hotel-Inform(Internet=yes;Type=guesthouse)
MUL2665	1	I have several with available booking. May I have an area and a price range that you are interested in?	Hotel-Request(Area;Price)
MUL2665	2	I am not sure yet but I would like it to have 3 stars.	Hotel-Inform(Stars=3)
MUL2665	3	I'd recommend the Bridge Guest House.  It is located in the south area. 	Hotel-Recommend(Name=Bridge Guest House;Area=south area)
MUL2665	4	That would be great. Can I can the postcode that it is in?	Hotel-Request(Post)
MUL2665	6	Yes, I'd like to know about some places to go in town. Are there any college I could visit?	Attraction-Inform(Type=college)
MUL2665	7	Christ's college is available if that works for you?	Attraction-Recommend(Name=Christ's college)
MUL2665	8	Sure, can I get the area it is in and the address please	Attraction-Request(Area;Addr)
MUL2665	9	It's in the centre and the address is saint andrew's street. 	Attraction-Inform(Area=centre;Addr=saint andrew's street)
MUL2665	10	Thank you! Goodbye!	general-bye()
MUL2665	11	You're welcome, have a great day.	general-bye()
MUL2664	0	Hello! Are there any colleges to visit in town?	Attraction-Inform(Type=college)
MUL2664	2	I don't care what area.  I do need the postcode, entrance fee and area when you find one. 	Attraction-Request(Area;Post;Fee)
MUL2664	4	Im also looking for a cheap hotel with free parking.	Hotel-Inform(Parking=yes;Price=cheap)
MUL2664	7	There is Alexander Bed and Breakfast, 56 saint barnabas road. Inexpensive. Does that sound good?	Hotel-Inform(Addr=56 saint barnabas road;Name=Alexander Bed and Breakfast;Price=inexpensive)
MUL2664	9	Sure, their phone number is 01223525725.	Hotel-Inform(Phone=01223525725)
MUL2664	10	Thank you for your help. That is all.	general-thank()
PMUL3003	0	I'm looking for a Chinese restaurant. It should be in the expensive price range, please. 	Restaurant-Inform(Food=chinese;Price=expensive)
PMUL3003	2	Yes in the south. 	Restaurant-Inform(Area=south)
PMUL3003	4	Yes please, could you book a table for 5 at 19:30 on Sunday. 	Restaurant-Inform(Time=19:30;People=5;Day=sunday)
PMUL3003	5	Booking was successful. Reference number is : WO2Z8QS7.	Booking-Book(Ref=WO2Z8QS7)
PMUL3003	6	Thank you. I believe that's all I need for today. Thanks. Take care. Bye. 	general-bye()
PMUL3003	7	OK, before I let you go, I just want to make sure that you do not need info on a place to stay, train or attraction?	general-reqmore()
MUL2662	0	Hello!  I'm planning a trip to Cambridge and am interested in hearing about places to stay. 	general-greet()
MUL2662	1	Do you have a preferred price range or area of town? This will help me find just what you are looking for. 	Hotel-Request(Area;Price)
MUL2662	2	Oh for sure. Uh let's try something with 2 stars and moderately priced.	Hotel-Inform(Stars=2;Area=cambridge;Price=moderate)
MUL2662	4	Let's try any 2 star hotel, then.	Hotel-Inform(Stars=2;Type=hotel)
MUL2662	6	Yes, please for 1 night.	Hotel-Inform(Stay=1)
MUL2662	7	I would be happy to assist you with booking, first I will need to know what day you will be arriving and for how many people?	Booking-Request(People;Day)
MUL2662	8	I would like accommodations for 6 people for 3 nights starting Tuesday.	Hotel-Inform(Stay=3;People=6;Day=tuesday)
MUL2662	10	Try a 1 night stay, instead.	Hotel-Inform(Stay=1;Name=ashley hotel)
MUL2662	11	Ashley Hotel was available for Tuesday night and I have made your reservation. Your reference number is FP60B1F2. Is there anything else I can help you with?	Booking-Book(Day=Tuesday;Ref=FP60B1F2;Name=Ashley Hotel)
MUL2662	12	I need a sports attraction in the centre, can you give me more info? 	Attraction-Inform(Area=centre)
MUL2662	13	Unfortunately, I don't have any sports complexes in the centre. I could try another area, or another attraction. 	Attraction-NoOffer(Area=centre;Type=sports complexes)
MUL2662	14	Are there any theatres in the area then?	Attraction-Inform(Type=theatre)
MUL2662	16	Yes, Can I have the post code and entrance fee for the ADC?	Attraction-Request(Post;Fee)
MUL2662	17	Postal is cb58as, I do not have inform on the entrance fee, you may need to call them at 01223300085	Attraction-Inform(Phone=01223300085;Post=cb58as;Fee=do not have inform)
MUL2662	18	Ok perfect, that is all that I needed.  Thank you for your help!  Goodbye.	general-bye()
MUL2661	0	I need a 4 star place to stay in the north.	Hotel-Inform(Stars=4;Area=north)
MUL2661	2	Not at this time.  Let me think about it.  Thanks!	general-thank()
MUL2661	4	Actually, I would like to book the Acorn Guest House for wednesday.	Hotel-Inform(Name=acorn guest house)
MUL2661	6	It will be 3 nights for 8 people.	Hotel-Inform(Stay=3;People=8)
MUL2661	8	Can we please try for 2 nights?	Hotel-Inform(Stay=2)
MUL2661	10	What museums do you have in the centre?	Attraction-Inform(Area=centre;Type=museum)
MUL2661	11	The Castle Galleries are in the centre.	Attraction-Inform(Area=centre;Name=The Castle Galleries)
MUL2661	13	The entrance fee is free.	Attraction-Inform(Fee=free)
MUL2661	14	Thanks. Can I also have the address and postcode?	Attraction-Request(Post;Addr)
MUL2661	16	No, you've been a great help.  Thank you for your time.  Goodbye. 	general-bye()
MUL2660	0	Hello, I need to find a cheap hotel that has free parking in Cambridge	Hotel-Inform(Parking=yes;Price=cheap)
MUL2660	2	I don't care about a particular area, but I would like a guesthouse. 	Hotel-Inform(Type=guesthouse)
